Date,ElectionName,DemChance,RepChance,DemEstimate,RepEstimate,DemLow95,DemHigh95,RepLow95,RepHigh95
2025-11-23,California-07,1,0,1,0,1,1,0,0
2025-11-23,California-08,1,0,0.7081,0.2919,0.656963655,0.759275061,0.240724939,0.343036345
2025-11-23,California-09,0.9965,0.0035,0.5836,0.4164,0.532562336,0.634713255,0.365286745,0.467437664
2025-11-23,California-10,1,0,0.679,0.321,0.62793505,0.730061708,0.269938292,0.37206495
2025-11-23,California-11,1,0,0.8747,0.1253,0.823116642,0.926325737,0.073674263,0.176883358
2025-11-23,California-12,1,0,1,0,1,1,0,0
2025-11-23,California-13,0.9191,0.0809,0.5435,0.4565,0.49235363,0.594690551,0.405309449,0.50764637
2025-11-23,California-14,1,0,0.7009,0.2991,0.649472887,0.752334412,0.247665588,0.350527113
2025-11-23,California-15,1,0,0.7419,0.2581,0.690649579,0.793071962,0.206928038,0.309350421
2025-11-23,California-16,1,0,0.7855,0.2145,0.72976822,0.841185718,0.158814282,0.27023178
2025-11-23,California-17,1,0,0.7086,0.2914,0.657799096,0.759432215,0.240567785,0.342200904
2025-11-23,California-18,1,0,0.6707,0.3293,0.619475631,0.721972985,0.278027015,0.380524369
2025-11-23,California-19,1,0,0.7044,0.2956,0.653315065,0.755518892,0.244481108,0.346684935
2025-11-23,California-20,0,1,0.3649,0.6351,0.309609722,0.420243734,0.579756266,0.690390278
2025-11-23,California-21,0.9323,0.0677,0.5463,0.4537,0.495285055,0.597355426,0.402644574,0.504714945
2025-11-23,California-22,0.675,0.325,0.5139,0.4861,0.463438933,0.564423215,0.435576785,0.536561067
2025-11-23,California-23,0.0029,0.9971,0.4154,0.5846,0.365089757,0.465800975,0.534199025,0.634910243
2025-11-23,California-24,1,0,0.6475,0.3525,0.596358095,0.698612866,0.301387134,0.403641905
2025-11-23,California-25,0.996,0.004,0.5823,0.4177,0.531286182,0.633389651,0.366610349,0.468713818
2025-11-23,California-26,0.9998,0.0002,0.6107,0.3893,0.559352914,0.661975099,0.338024901,0.440647086
2025-11-23,California-27,0.9793,0.0207,0.5632,0.4368,0.512254579,0.614239079,0.385760921,0.487745421
2025-11-23,California-28,1,0,0.6444,0.3556,0.593286005,0.695581234,0.304418766,0.406713995
2025-11-23,California-29,1,0,0.7035,0.2965,0.652494578,0.75454309,0.24545691,0.347505422
2025-11-23,California-30,1,0,0.704,0.296,0.653060194,0.754871842,0.245128158,0.346939806
2025-11-23,California-31,0.9966,0.0034,0.5842,0.4158,0.53302064,0.635349952,0.364650048,0.46697936
2025-11-23,California-32,1,0,0.6462,0.3538,0.595186919,0.697188391,0.302811609,0.404813081
2025-11-23,California-33,1,0,1,0,1,1,0,0
2025-11-23,California-34,1,0,0.7861,0.2139,0.730285492,0.841931731,0.158068269,0.269714508
2025-11-23,California-35,0.992,0.008,0.5747,0.4253,0.523664634,0.625813296,0.374186704,0.476335366
2025-11-23,California-36,1,0,0.7065,0.2935,0.655619897,0.757362454,0.242637546,0.344380103
2025-11-23,California-37,1,0,0.8287,0.1713,0.773175046,0.88412798,0.11587202,0.226824954
2025-11-23,California-38,0.997,0.003,0.5857,0.4143,0.534305565,0.63714577,0.36285423,0.465694435
2025-11-23,California-39,0.9982,0.0018,0.5908,0.4092,0.539533,0.642132942,0.357867058,0.460467
2025-11-23,California-40,0.02,0.98,0.4371,0.5629,0.386720878,0.487509353,0.512490647,0.613279122
2025-11-23,California-41,1,0,0.6816,0.3184,0.630441301,0.732748595,0.267251405,0.369558699
2025-11-23,California-42,0.9981,0.0019,0.5898,0.4102,0.538719675,0.640801779,0.359198221,0.461280325
2025-11-23,California-43,1,0,0.7553,0.2447,0.704476651,0.806083953,0.193916047,0.295523349
2025-11-23,California-44,1,0,0.7198,0.2802,0.668796626,0.770840729,0.229159271,0.331203374
2025-11-23,California-45,0.8107,0.1893,0.5274,0.4726,0.476199653,0.578630851,0.421369149,0.523800347
2025-11-23,California-46,1,0,0.6265,0.3735,0.575397887,0.677642168,0.322357832,0.424602113
2025-11-23,California-47,0.9808,0.0192,0.5641,0.4359,0.513180881,0.61511458,0.38488542,0.486819119
2025-11-23,California-48,0.9279,0.0721,0.5456,0.4544,0.494227428,0.597009913,0.402990087,0.505772572
2025-11-23,California-49,0.9882,0.0118,0.57,0.43,0.519111309,0.620932797,0.379067203,0.480888691
2025-11-23,California-50,0.9995,0.0005,0.6025,0.3975,0.551434962,0.653490254,0.346509746,0.448565038
2025-11-23,California-51,0.9998,0.0002,0.6113,0.3887,0.560147522,0.662514024,0.337485976,0.439852478
2025-11-23,California-52,1,0,0.6579,0.3421,0.606453034,0.709312143,0.290687857,0.393546966
2025-11-23,Colorado-01,1,0,0.8248,0.1752,0.773826846,0.875742145,0.124257855,0.226173154
2025-11-23,Colorado-02,1,0,0.7331,0.2669,0.682910803,0.783201739,0.216798261,0.317089197
2025-11-23,Colorado-03,0.5316,0.4684,0.5024,0.4976,0.452414221,0.552408021,0.447591979,0.547585779
2025-11-23,Colorado-04,0.1368,0.8632,0.4667,0.5333,0.416606638,0.516752904,0.483247096,0.583393362
2025-11-23,Colorado-05,0.1335,0.8665,0.4669,0.5331,0.417870251,0.515948925,0.484051075,0.582129749
2025-11-23,Colorado-06,1,0,0.6356,0.3644,0.58507246,0.686137181,0.313862819,0.41492754
2025-11-23,Colorado-07,0.9997,0.0003,0.6053,0.3947,0.554922498,0.65563816,0.34436184,0.445077502
2025-11-23,Colorado-08,0.7367,0.2633,0.5193,0.4807,0.469128841,0.569502071,0.430497929,0.530871159
2025-11-23,Connecticut-01,1,0,0.6541,0.3459,0.603609173,0.704562203,0.295437797,0.396390827
2025-11-23,Connecticut-02,0.9995,0.0005,0.6024,0.3976,0.551089677,0.653625924,0.346374076,0.448910323
2025-11-23,Connecticut-03,0.9997,0.0003,0.604,0.396,0.553530664,0.654435828,0.345564172,0.446469336
2025-11-23,Connecticut-04,1,0,0.639,0.361,0.588197332,0.689707661,0.310292339,0.411802668
2025-11-23,Connecticut-05,0.9756,0.0244,0.5611,0.4389,0.510088493,0.612034787,0.387965213,0.489911507
2025-11-23,Delaware-00,0.9991,0.0009,0.5961,0.4039,0.545515642,0.646610623,0.353389377,0.454484358
2025-11-23,Florida-01,0.0008,0.9992,0.4026,0.5974,0.352062656,0.453195683,0.546804317,0.647937344
2025-11-23,Florida-02,0.0219,0.9781,0.4374,0.5626,0.386281968,0.488462366,0.511537634,0.613718032
2025-11-23,Florida-03,0.0035,0.9965,0.4172,0.5828,0.366759412,0.467682262,0.532317738,0.633240588
2025-11-23,Florida-04,0.0621,0.9379,0.4523,0.5477,0.401191383,0.503354442,0.496645558,0.598808617
2025-11-23,Florida-05,0.0024,0.9976,0.4133,0.5867,0.362588847,0.463917766,0.536082234,0.637411153
2025-11-23,Florida-06,0.0028,0.9972,0.415,0.585,0.364607354,0.46543029,0.53456971,0.635392646
2025-11-23,Florida-07,0.1588,0.8412,0.4692,0.5308,0.418569334,0.519876317,0.480123683,0.581430666
2025-11-23,Florida-08,0.0014,0.9986,0.4081,0.5919,0.357657033,0.458494264,0.541505736,0.642342967
2025-11-23,Florida-09,0.9903,0.0097,0.5724,0.4276,0.521441298,0.623414018,0.376585982,0.478558702
2025-11-23,Florida-10,1,0,0.6308,0.3692,0.580486375,0.681150449,0.318849551,0.419513625
2025-11-23,Florida-11,0.0147,0.9853,0.4333,0.5667,0.382875755,0.483646729,0.516353271,0.617124245
2025-11-23,Florida-12,0,1,0.3307,0.6693,0.280268731,0.381112416,0.618887584,0.719731269
2025-11-23,Florida-13,0.2482,0.7518,0.4791,0.5209,0.428515177,0.52965975,0.47034025,0.571484823
2025-11-23,Florida-14,0.996,0.004,0.5815,0.4185,0.531029069,0.631988094,0.368011906,0.468970931
2025-11-23,Florida-15,0.1285,0.8715,0.465,0.535,0.414220459,0.515787099,0.484212901,0.585779541
2025-11-23,Florida-16,0.0649,0.9351,0.4528,0.5472,0.401502642,0.504064888,0.495935112,0.598497358
2025-11-23,Florida-17,0.0004,0.9996,0.3972,0.6028,0.346786879,0.447625087,0.552374913,0.653213121
2025-11-23,Florida-18,0,1,0.3774,0.6226,0.326969294,0.427743499,0.572256501,0.673030706
2025-11-23,Florida-19,0.0001,0.9999,0.3839,0.6161,0.332624317,0.435171459,0.564828541,0.667375683
2025-11-23,Florida-20,1,0,0.7166,0.2834,0.660984018,0.772132867,0.227867133,0.339015982
2025-11-23,Florida-21,0.0055,0.9945,0.422,0.578,0.371605973,0.472416139,0.527583861,0.628394027
2025-11-23,Florida-22,0.9722,0.0278,0.5592,0.4408,0.508343336,0.610071516,0.389928484,0.491656664
2025-11-23,Florida-23,0.8862,0.1138,0.5373,0.4627,0.48645292,0.588151023,0.411848977,0.51354708
2025-11-23,Florida-24,1,0,0.68,0.32,0.629434305,0.730499836,0.269500164,0.370565695
2025-11-23,Florida-25,0.9654,0.0346,0.556,0.444,0.505314305,0.606771281,0.393228719,0.494685695
2025-11-23,Florida-26,0,1,0.3324,0.6676,0.281817511,0.382941659,0.617058341,0.718182489
2025-11-23,Florida-27,0.0207,0.9793,0.4373,0.5627,0.38665662,0.487883752,0.512116248,0.61334338
2025-11-23,Florida-28,0.0002,0.9998,0.3917,0.6083,0.341088235,0.442321609,0.557678391,0.658911765
2025-11-23,Georgia-01,0.0456,0.9544,0.4472,0.5528,0.395843288,0.498627835,0.501372165,0.604156712
2025-11-23,Georgia-02,0.9836,0.0164,0.5657,0.4343,0.515077565,0.616231154,0.383768846,0.484922435
2025-11-23,Georgia-03,0,1,0.3687,0.6313,0.317845164,0.419498781,0.580501219,0.682154836
2025-11-23,Georgia-04,1,0,0.7669,0.2331,0.71670086,0.817136033,0.182863967,0.28329914
2025-11-23,Georgia-05,1,0,0.8695,0.1305,0.81945429,0.919534666,0.080465334,0.18054571
2025-11-23,Georgia-06,1,0,0.732,0.268,0.681896851,0.782141869,0.217858131,0.318103149
2025-11-23,Georgia-07,0.0003,0.9997,0.3949,0.6051,0.344469517,0.445287246,0.554712754,0.655530483
2025-11-23,Georgia-08,0,1,0.3493,0.6507,0.298499394,0.400006139,0.599993861,0.701500606
2025-11-23,Georgia-09,0,1,0.3514,0.6486,0.300885312,0.401831462,0.598168538,0.699114688
2025-11-23,Georgia-10,0.0093,0.9907,0.4265,0.5735,0.375242056,0.477851805,0.522148195,0.624757944
2025-11-23,Georgia-11,0.0072,0.9928,0.424,0.576,0.372876804,0.475091767,0.524908233,0.627123196
2025-11-23,Georgia-12,0.0133,0.9867,0.4314,0.5686,0.380570813,0.482304227,0.517695773,0.619429187
2025-11-23,Georgia-13,1,0,0.7273,0.2727,0.676763977,0.777760931,0.222239069,0.323236023
2025-11-23,Georgia-14,0,1,0.3757,0.6243,0.329798317,0.421554314,0.578445686,0.670201683
2025-11-23,Hawaii-01,1,0,0.6991,0.3009,0.647865945,0.750333783,0.249666217,0.352134055
2025-11-23,Hawaii-02,1,0,0.6746,0.3254,0.623350794,0.725779677,0.274220323,0.376649206
2025-11-23,Idaho-01,0,1,0.3137,0.6863,0.263754911,0.363737499,0.636262501,0.736245089
2025-11-23,Idaho-02,0,1,0.3809,0.6191,0.330837961,0.430870299,0.569129701,0.669162039
2025-11-23,Illinois-01,1,0,0.6591,0.3409,0.608682011,0.709449166,0.290550834,0.391317989
2025-11-23,Illinois-02,1,0,0.6821,0.3179,0.630624155,0.733671526,0.266328474,0.369375845
2025-11-23,Illinois-03,1,0,0.6833,0.3167,0.632476698,0.734064172,0.265935828,0.367523302
2025-11-23,Illinois-04,1,0,0.6686,0.3314,0.617199233,0.719986975,0.280013025,0.382800767
2025-11-23,Illinois-05,1,0,0.7076,0.2924,0.657146881,0.758139974,0.241860026,0.342853119
2025-11-23,Illinois-06,0.9657,0.0343,0.5562,0.4438,0.505436645,0.606884589,0.393115411,0.494563355
2025-11-23,Illinois-07,1,0,0.8429,0.1571,0.791761917,0.894086393,0.105913607,0.208238083
2025-11-23,Illinois-08,0.9745,0.0255,0.561,0.439,0.509562313,0.612480316,0.387519684,0.490437687
2025-11-23,Illinois-09,1,0,0.7084,0.2916,0.656983353,0.759812863,0.240187137,0.343016647
2025-11-23,Illinois-10,1,0,0.6221,0.3779,0.571581714,0.672631784,0.327368216,0.428418286
2025-11-23,Illinois-11,0.9938,0.0062,0.5773,0.4227,0.526469276,0.628091953,0.371908047,0.473530724
2025-11-23,Illinois-12,0,1,0.3014,0.6986,0.251308604,0.351578446,0.648421554,0.748691396
2025-11-23,Illinois-13,0.9966,0.0034,0.5822,0.4178,0.532241138,0.632152941,0.367847059,0.467758862
2025-11-23,Illinois-14,0.976,0.024,0.5611,0.4389,0.5102878,0.611981907,0.388018093,0.4897122
2025-11-23,Illinois-15,0,1,0.3341,0.6659,0.279022967,0.389243657,0.610756343,0.720977033
2025-11-23,Illinois-16,0.0099,0.9901,0.4218,0.5782,0.36659626,0.476960321,0.523039679,0.63340374
2025-11-23,Illinois-17,0.934,0.066,0.546,0.454,0.495767581,0.596182181,0.403817819,0.504232419
2025-11-23,Indiana-01,0.9012,0.0988,0.5396,0.4604,0.489040723,0.59020424,0.40979576,0.510959277
2025-11-23,Indiana-02,0.0002,0.9998,0.3906,0.6094,0.340643713,0.440566514,0.559433486,0.659356287
2025-11-23,Indiana-03,0,1,0.3593,0.6407,0.309360283,0.409192113,0.590807887,0.690639717
2025-11-23,Indiana-04,0,1,0.3662,0.6338,0.31631571,0.416145056,0.583854944,0.68368429
2025-11-23,Indiana-05,0.0357,0.9643,0.4452,0.5548,0.395187349,0.495187571,0.504812429,0.604812651
2025-11-23,Indiana-06,0,1,0.3627,0.6373,0.312690277,0.412708216,0.587291784,0.687309723
2025-11-23,Indiana-07,1,0,0.7102,0.2898,0.660343954,0.760067901,0.239932099,0.339656046
2025-11-23,Indiana-08,0,1,0.3386,0.6614,0.288547963,0.388590239,0.611409761,0.711452037
2025-11-23,Indiana-09,0,1,0.379,0.621,0.329069494,0.428875387,0.571124613,0.670930506
2025-11-23,Iowa-01,0.7902,0.2098,0.5241,0.4759,0.474945918,0.573333067,0.426666933,0.525054082
2025-11-23,Iowa-02,0.3083,0.6917,0.4844,0.5156,0.433285247,0.535574769,0.464425231,0.566714753
2025-11-23,Iowa-03,0.7115,0.2885,0.5169,0.4831,0.466991109,0.566875737,0.433124263,0.533008891
2025-11-23,Iowa-04,0,1,0.3761,0.6239,0.325059628,0.427240305,0.572759695,0.674940372
2025-11-23,Kansas-01,0,1,0.3545,0.6455,0.304498081,0.404459886,0.595540114,0.695501919
2025-11-23,Kansas-02,0.0096,0.9904,0.4287,0.5713,0.378563288,0.478738182,0.521261818,0.621436712
2025-11-23,Kansas-03,0.9897,0.0103,0.5712,0.4288,0.520590275,0.621797857,0.378202143,0.479409725
2025-11-23,Kansas-04,0.0002,0.9998,0.3932,0.6068,0.343304097,0.443083429,0.556916571,0.656695903
2025-11-23,Kentucky-01,0,1,0.2901,0.7099,0.240008255,0.340205769,0.659794231,0.759991745
2025-11-23,Kentucky-02,0,1,0.3117,0.6883,0.261646365,0.361768317,0.638231683,0.738353635
2025-11-23,Kentucky-03,1,0,0.6235,0.3765,0.573506339,0.673488948,0.326511052,0.426493661
2025-11-23,Kentucky-04,0,1,0.3587,0.6413,0.303688094,0.413615819,0.586384181,0.696311906
2025-11-23,Kentucky-05,0,1,0.2128,0.7872,0.157774984,0.267828814,0.732171186,0.842225016
2025-11-23,Kentucky-06,0.1016,0.8984,0.4608,0.5392,0.410152674,0.511465215,0.488534785,0.589847326
2025-11-23,Louisiana-01,0,1,0.2929,0.7071,0.24190145,0.34386533,0.65613467,0.75809855
2025-11-23,Louisiana-02,1,0,1,0,1,1,0,0
2025-11-23,Louisiana-03,0,1,0.2831,0.7169,0.23228587,0.333903587,0.666096413,0.76771413
2025-11-23,Louisiana-04,0,1,0.2628,0.7372,0.207227055,0.318283419,0.681716581,0.792772945
2025-11-23,Louisiana-05,0,1,0.3408,0.6592,0.289582904,0.391985828,0.608014172,0.710417096
2025-11-23,Louisiana-06,0.9999,0.0001,0.6181,0.3819,0.567493897,0.668800768,0.331199232,0.432506103
2025-11-23,Maine-01,1,0,0.6463,0.3537,0.59509608,0.6974577,0.3025423,0.40490392
2025-11-23,Maine-02,0.3869,0.6131,0.491,0.509,0.439741568,0.542340065,0.457659935,0.560258432
2025-11-23,Maryland-01,0.0112,0.9888,0.4305,0.5695,0.380382032,0.480594683,0.519405317,0.619617968
2025-11-23,Maryland-02,0.9999,0.0001,0.6165,0.3835,0.566180115,0.66683736,0.33316264,0.433819885
2025-11-23,Maryland-03,1,0,0.6381,0.3619,0.587648197,0.688603408,0.311396592,0.412351803
2025-11-23,Maryland-04,1,0,0.8961,0.1039,0.84559738,0.946593962,0.053406038,0.15440262
2025-11-23,Maryland-05,1,0,0.7002,0.2998,0.649064735,0.751286083,0.248713917,0.350935265
2025-11-23,Maryland-06,0.9681,0.0319,0.557,0.443,0.506399042,0.607620247,0.392379753,0.493600958
2025-11-23,Maryland-07,1,0,0.8227,0.1773,0.772429719,0.872955232,0.127044768,0.227570281
2025-11-23,Maryland-08,1,0,0.8087,0.1913,0.758097118,0.859328754,0.140671246,0.241902882
2025-11-23,Massachusetts-01,0.9996,0.0004,0.6122,0.3878,0.556981662,0.667477899,0.332522101,0.443018338
2025-11-23,Massachusetts-02,1,0,0.6617,0.3383,0.606418987,0.717064226,0.282935774,0.393581013
2025-11-23,Massachusetts-03,1,0,0.632,0.368,0.576197215,0.687798365,0.312201635,0.423802785
2025-11-23,Massachusetts-04,1,0,0.6401,0.3599,0.584463041,0.695749997,0.304250003,0.415536959
2025-11-23,Massachusetts-05,1,0,0.7718,0.2282,0.716585186,0.827051474,0.172948526,0.283414814
2025-11-23,Massachusetts-06,1,0,0.6433,0.3567,0.592347638,0.694196601,0.305803399,0.407652362
2025-11-23,Massachusetts-07,1,0,0.8661,0.1339,0.810583989,0.921686596,0.078313404,0.189416011
2025-11-23,Massachusetts-08,1,0,0.7045,0.2955,0.653999962,0.755091147,0.244908853,0.346000038
2025-11-23,Massachusetts-09,0.9973,0.0027,0.5859,0.4141,0.535046582,0.636778515,0.363221485,0.464953418
2025-11-23,Michigan-01,0.0225,0.9775,0.4389,0.5611,0.388807966,0.489040343,0.510959657,0.611192034
2025-11-23,Michigan-02,0,1,0.3648,0.6352,0.314881355,0.414657984,0.585342016,0.685118645
2025-11-23,Michigan-03,0.9794,0.0206,0.5619,0.4381,0.512032015,0.611865885,0.388134115,0.487967985
2025-11-23,Michigan-04,0.2818,0.7182,0.4829,0.5171,0.434071377,0.531667557,0.468332443,0.565928623
2025-11-23,Michigan-05,0,1,0.3736,0.6264,0.323779391,0.423511401,0.576488599,0.676220609
2025-11-23,Michigan-06,1,0,0.6514,0.3486,0.601069322,0.70182144,0.29817856,0.398930678
2025-11-23,Michigan-07,0.6736,0.3264,0.5137,0.4863,0.463646654,0.563717892,0.436282108,0.536353346
2025-11-23,Michigan-08,0.8799,0.1201,0.536,0.464,0.485565383,0.586459957,0.413540043,0.514434617
2025-11-23,Michigan-09,0,1,0.3511,0.6489,0.301114354,0.401014567,0.598985433,0.698885646
2025-11-23,Michigan-10,0.3602,0.6398,0.489,0.511,0.438197891,0.539711619,0.460288381,0.561802109
2025-11-23,Michigan-11,0.9998,0.0002,0.6113,0.3887,0.560266169,0.662318903,0.337681097,0.439733831
2025-11-23,Michigan-12,1,0,0.7241,0.2759,0.673852166,0.774292133,0.225707867,0.326147834
2025-11-23,Michigan-13,1,0,0.7294,0.2706,0.679365085,0.779460972,0.220539028,0.320634915
2025-11-23,Minnesota-01,0.0913,0.9087,0.4594,0.5406,0.409387518,0.509504213,0.490495787,0.590612482
2025-11-23,Minnesota-02,0.9733,0.0267,0.56,0.44,0.508925211,0.61108502,0.38891498,0.491074789
2025-11-23,Minnesota-03,0.9998,0.0002,0.6114,0.3886,0.560678298,0.662083838,0.337916162,0.439321702
2025-11-23,Minnesota-04,1,0,0.6831,0.3169,0.632593321,0.733675506,0.266324494,0.367406679
2025-11-23,Minnesota-05,1,0,0.7771,0.2229,0.727076227,0.827209796,0.172790204,0.272923773
2025-11-23,Minnesota-06,0.0021,0.9979,0.4126,0.5874,0.362368266,0.462781218,0.537218782,0.637631734
2025-11-23,Minnesota-07,0,1,0.3339,0.6661,0.283727644,0.384017544,0.615982456,0.716272356
2025-11-23,Minnesota-08,0.0668,0.9332,0.4543,0.5457,0.404262243,0.504406004,0.495593996,0.595737757
2025-11-23,Mississippi-01,0,1,0.3334,0.6666,0.282485648,0.38424255,0.61575745,0.717514352
2025-11-23,Mississippi-02,1,0,0.6242,0.3758,0.573648699,0.674795097,0.325204903,0.426351301
2025-11-23,Mississippi-03,0.0002,0.9998,0.3793,0.6207,0.32355664,0.434953498,0.565046502,0.67644336
2025-11-23,Mississippi-04,0,1,0.2936,0.7064,0.242874425,0.344282321,0.655717679,0.757125575
2025-11-23,Missouri-01,1,0,0.8078,0.1922,0.757577325,0.858036157,0.141963843,0.242422675
2025-11-23,Missouri-02,0.1284,0.8716,0.4653,0.5347,0.414849389,0.515664976,0.484335024,0.585150611
2025-11-23,Missouri-03,0.0144,0.9856,0.4335,0.5665,0.383369711,0.483545627,0.516454373,0.616630289
2025-11-23,Missouri-04,0.0049,0.9951,0.4215,0.5785,0.371491899,0.471435198,0.528564802,0.628508101
2025-11-23,Missouri-05,0.0046,0.9954,0.4196,0.5804,0.368915199,0.470341129,0.529658871,0.631084801
2025-11-23,Missouri-06,0.0006,0.9994,0.3998,0.6002,0.348823364,0.450809888,0.549190112,0.651176636
2025-11-23,Missouri-07,0,1,0.305,0.695,0.254943869,0.355043658,0.644956342,0.745056131
2025-11-23,Missouri-08,0,1,0.2578,0.7422,0.207724928,0.307897583,0.692102417,0.792275072
2025-11-23,Montana-01,0.2317,0.7683,0.4772,0.5228,0.425926956,0.528403018,0.471596982,0.574073044
2025-11-23,Montana-02,0,1,0.3738,0.6262,0.32366729,0.423845137,0.576154863,0.67633271
2025-11-23,Nebraska-01,0.0318,0.9682,0.4437,0.5563,0.393797296,0.493625339,0.506374661,0.606202704
2025-11-23,Nebraska-02,0.9564,0.0436,0.5528,0.4472,0.502018832,0.603635172,0.396364828,0.497981168
2025-11-23,Nebraska-03,0,1,0.2409,0.7591,0.190794934,0.290978602,0.709021398,0.809205066
2025-11-23,Nevada-01,0.8858,0.1142,0.5373,0.4627,0.486362589,0.588188007,0.411811993,0.513637411
2025-11-23,Nevada-02,0.1074,0.8926,0.4612,0.5388,0.40964571,0.512665453,0.487334547,0.59035429
2025-11-23,Nevada-03,0.6617,0.3383,0.513,0.487,0.461872151,0.564034725,0.435965275,0.538127849
2025-11-23,Nevada-04,0.8929,0.1071,0.5385,0.4615,0.487528163,0.589407294,0.410592706,0.512471837
2025-11-23,New Hampshire-01,0.957,0.043,0.5532,0.4468,0.502228808,0.604204543,0.395795457,0.497771192
2025-11-23,New Hampshire-02,0.9753,0.0247,0.5612,0.4388,0.509960433,0.612410226,0.387589774,0.490039567
2025-11-23,New Jersey-01,0.9998,0.0002,0.6078,0.3922,0.557346942,0.658200171,0.341799829,0.442653058
2025-11-23,New Jersey-02,0.067,0.933,0.4546,0.5454,0.404690701,0.504441745,0.495558255,0.595309299
2025-11-23,New Jersey-03,0.9873,0.0127,0.5688,0.4312,0.518164467,0.619386571,0.380613429,0.481835533
2025-11-23,New Jersey-04,0,1,0.3647,0.6353,0.314935766,0.41447156,0.58552844,0.685064234
2025-11-23,New Jersey-05,0.9834,0.0166,0.5657,0.4343,0.514952731,0.616406325,0.383593675,0.485047269
2025-11-23,New Jersey-06,0.9943,0.0057,0.5783,0.4217,0.527414775,0.629193695,0.370806305,0.472585225
2025-11-23,New Jersey-07,0.7353,0.2647,0.5191,0.4809,0.469085185,0.569174652,0.430825348,0.530914815
2025-11-23,New Jersey-08,1,0,1,0,1,1,0,0
2025-11-23,New Jersey-09,0.8778,0.1222,0.5359,0.4641,0.485174135,0.586616078,0.413383922,0.514825865
2025-11-23,New Jersey-10,1,0,0.7685,0.2315,0.718132375,0.81879112,0.18120888,0.281867625
2025-11-23,New Jersey-11,0.9998,0.0002,0.5984,0.4016,0.552813454,0.644009954,0.355990046,0.447186546
2025-11-23,New Jersey-12,1,0,0.6489,0.3511,0.597852946,0.700011486,0.299988514,0.402147054
2025-11-23,New Mexico-01,0.9963,0.0037,0.583,0.417,0.532091557,0.633878151,0.366121849,0.467908443
2025-11-23,New Mexico-02,0.8439,0.1561,0.5313,0.4687,0.480351683,0.58223524,0.41776476,0.519648317
2025-11-23,New Mexico-03,0.9855,0.0145,0.5677,0.4323,0.51673493,0.618730761,0.381269239,0.48326507
2025-11-23,New York-01,0.3667,0.6333,0.4897,0.5103,0.439730592,0.53959578,0.46040422,0.560269408
2025-11-23,New York-02,0.0312,0.9688,0.4432,0.5568,0.393117836,0.49335249,0.50664751,0.606882164
2025-11-23,New York-03,0.7541,0.2459,0.5213,0.4787,0.470317092,0.57230636,0.42769364,0.529682908
2025-11-23,New York-04,0.9354,0.0646,0.5463,0.4537,0.496113528,0.596409291,0.403590709,0.503886472
2025-11-23,New York-05,1,0,0.7489,0.2511,0.697973915,0.799915462,0.200084538,0.302026085
2025-11-23,New York-06,0.9999,0.0001,0.6173,0.3827,0.566044926,0.668610379,0.331389621,0.433955074
2025-11-23,New York-07,1,0,0.77,0.23,0.718770822,0.821129534,0.178870466,0.281229178
2025-11-23,New York-08,1,0,0.7725,0.2275,0.721727981,0.823205557,0.176794443,0.278272019
2025-11-23,New York-09,1,0,0.737,0.263,0.68678484,0.787202468,0.212797532,0.31321516
2025-11-23,New York-10,1,0,0.8413,0.1587,0.790172916,0.892497237,0.107502763,0.209827084
2025-11-23,New York-11,0.0001,0.9999,0.388,0.612,0.337707425,0.438378206,0.561621794,0.662292575
2025-11-23,New York-12,1,0,0.8584,0.1416,0.807457362,0.909403497,0.090596503,0.192542638
2025-11-23,New York-13,1,0,0.8365,0.1635,0.785313604,0.887692087,0.112307913,0.214686396
2025-11-23,New York-14,1,0,0.6928,0.3072,0.642257143,0.743340392,0.256659608,0.357742857
2025-11-23,New York-15,1,0,0.8029,0.1971,0.751906441,0.853820911,0.146179089,0.248093559
2025-11-23,New York-16,1,0,0.7205,0.2795,0.669929211,0.771038501,0.228961499,0.330070789
2025-11-23,New York-17,0.7146,0.2854,0.5173,0.4827,0.467009156,0.567671502,0.432328498,0.532990844
2025-11-23,New York-18,0.9978,0.0022,0.5867,0.4133,0.536660703,0.636645193,0.363354807,0.463339297
2025-11-23,New York-19,0.9058,0.0942,0.5408,0.4592,0.489763965,0.591912672,0.408087328,0.510236035
2025-11-23,New York-20,1,0,0.6205,0.3795,0.569949555,0.671121798,0.328878202,0.430050445
2025-11-23,New York-21,0.014,0.986,0.4317,0.5683,0.380540837,0.482839037,0.517160963,0.619459163
2025-11-23,New York-22,0.9879,0.0121,0.5691,0.4309,0.518677899,0.61954862,0.38045138,0.481322101
2025-11-23,New York-23,0.0003,0.9997,0.3963,0.6037,0.346507202,0.446077442,0.553922558,0.653492798
2025-11-23,New York-24,0.0002,0.9998,0.392,0.608,0.342185113,0.441897548,0.558102452,0.657814887
2025-11-23,New York-25,1,0,0.6208,0.3792,0.570570951,0.671076508,0.328923492,0.429429049
2025-11-23,New York-26,1,0,0.6476,0.3524,0.597480238,0.697799932,0.302200068,0.402519762
2025-11-23,North Carolina-01,0.2049,0.7951,0.4746,0.5254,0.42379084,0.525328379,0.474671621,0.57620916
2025-11-23,North Carolina-02,1,0,0.6987,0.3013,0.648426257,0.74888742,0.25111258,0.351573743
2025-11-23,North Carolina-03,0.1106,0.8894,0.4587,0.5413,0.403182043,0.514237452,0.485762548,0.596817957
